,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1461,2005-06-06,Piso,Venta,Lleida,80.0,471440.0,2005-09-28,Luisa
1463,2005-06-07,Casa,Venta,Girona,179.0,1393157.0,2005-11-26,Luisa
1465,2005-06-08,Suelo,Venta,Barcelona,132.0,802428.0,2006-02-15,Joaquín
1466,2005-06-09,Casa,Venta,Lleida,299.0,2333097.0,2005-09-15,María
1472,2005-06-10,Piso,Venta,Barcelona,213.0,1955340.0,2006-04-23,Jesús
1478,2005-06-13,Industrial,Venta,Tarragona,51.0,417231.0,2006-03-19,Pedro
1486,2005-06-15,Casa,Venta,Lleida,109.0,537915.0,2006-05-16,Carmen
1488,2005-06-15,Suelo,Venta,Lleida,144.0,1323792.0,2005-09-17,Jesús
1489,2005-06-16,Parking,Venta,Barcelona,112.0,691712.0,2006-04-10,Pedro
1494,2005-06-17,Casa,Venta,Girona,199.0,1590010.0,2006-04-13,Carmen
1495,2005-06-18,Suelo,Venta,Lleida,278.0,2520904.0,2006-05-12,Luisa
1496,2005-06-18,Piso,Venta,Tarragona,175.0,880075.0,2005-12-15,Jesús
1499,2005-06-20,Industrial,Venta,Lleida,125.0,595750.0,2006-03-30,Joaquín
1500,2005-06-21,Suelo,Venta,Lleida,52.0,317044.0,2006-04-16,Jesús
1501,2005-06-21,Industrial,Venta,Girona,120.0,1175160.0,2005-11-28,Carmen
1503,2005-06-21,Industrial,Venta,Girona,190.0,778430.0,2005-11-14,Joaquín
1504,2005-06-22,Suelo,Venta,Tarragona,47.0,220148.0,2006-06-14,Jesús
1506,2005-06-22,Parking,Venta,Tarragona,118.0,716260.0,2006-04-04,Luisa
1507,2005-06-22,Casa,Venta,Girona,274.0,2594780.0,2006-02-23,María
1508,2005-06-22,Piso,Venta,Girona,244.0,2180628.0,2006-02-05,Pedro
1509,2005-06-22,Parking,Venta,Tarragona,163.0,763329.0,2006-02-05,Joaquín
1510,2005-06-23,Piso,Venta,Lleida,213.0,1587063.0,2006-02-02,Carmen
1512,2005-06-24,Piso,Venta,Lleida,199.0,987040.0,2006-01-11,Luisa
1515,2005-06-27,Industrial,Venta,Lleida,182.0,805714.0,2006-03-20,Carmen
1518,2005-06-28,Piso,Venta,Lleida,74.0,659858.0,2006-05-27,Carmen
1519,2005-06-28,Local,Venta,Lleida,175.0,999950.0,2005-10-30,Carmen
1521,2005-06-29,Suelo,Venta,Barcelona,40.0,306120.0,2005-11-24,Carmen
1522,2005-06-29,Local,Venta,Lleida,158.0,1454232.0,2006-01-24,Pedro
1524,2005-06-30,Local,Venta,Tarragona,252.0,2283372.0,2006-02-12,Carmen
1526,2005-06-30,Parking,Venta,Tarragona,50.0,400600.0,2005-10-02,María
1530,2005-07-01,Local,Venta,Lleida,251.0,2325766.0,2005-10-20,Joaquín
1534,2005-07-04,Suelo,Venta,Tarragona,68.0,456756.0,2005-11-20,Pedro
1535,2005-07-04,Parking,Venta,Girona,43.0,361759.0,2005-12-01,Jesús
1536,2005-07-04,Piso,Venta,Barcelona,197.0,1035826.0,2006-05-27,Jesús
1540,2005-07-06,Local,Venta,Lleida,124.0,1045816.0,2006-03-12,Carmen
1541,2005-07-06,Industrial,Venta,Tarragona,243.0,2401083.0,2006-04-08,Joaquín
1543,2005-07-06,Parking,Venta,Lleida,199.0,1573493.0,2006-07-02,Luisa
1546,2005-07-07,Piso,Venta,Barcelona,214.0,1258534.0,2006-01-27,María
1551,2005-07-10,Parking,Venta,Barcelona,108.0,436428.0,2006-04-28,Jesús
1553,2005-07-11,Suelo,Venta,Barcelona,63.0,618786.0,2006-07-07,Luisa
1556,2005-07-12,Local,Venta,Barcelona,159.0,1582845.0,2006-04-15,Pedro
1561,2005-07-15,Local,Venta,Girona,74.0,583638.0,2005-10-17,Luisa
1562,2005-07-15,Suelo,Venta,Girona,206.0,1881810.0,2006-07-10,Joaquín
1563,2005-07-15,Parking,Venta,Lleida,240.0,1983840.0,2005-10-18,Pedro
1564,2005-07-16,Piso,Venta,Tarragona,80.0,533840.0,2006-05-29,Luisa
1570,2005-07-18,Casa,Venta,Barcelona,127.0,583692.0,2006-01-11,Carmen
1572,2005-07-18,Local,Venta,Barcelona,202.0,1271388.0,2006-01-10,Joaquín
1574,2005-07-19,Industrial,Venta,Barcelona,275.0,1620575.0,2006-02-18,Joaquín
1577,2005-07-20,Local,Venta,Girona,178.0,1723040.0,2006-04-05,Jesús
1578,2005-07-20,Suelo,Venta,Tarragona,141.0,1207101.0,2006-02-20,María
1579,2005-07-21,Piso,Venta,Tarragona,110.0,786830.0,2005-11-18,Carmen
1583,2005-07-22,Industrial,Venta,Girona,191.0,916418.0,2006-02-19,Luisa
1584,2005-07-22,Casa,Venta,Girona,203.0,1026774.0,2006-07-04,Pedro
1585,2005-07-22,Industrial,Venta,Tarragona,291.0,1447434.0,2006-02-02,María
1586,2005-07-23,Parking,Venta,Lleida,101.0,478639.0,2006-01-07,Joaquín
1588,2005-07-23,Casa,Venta,Lleida,287.0,1607487.0,2005-11-01,Carmen
1589,2005-07-23,Suelo,Venta,Lleida,142.0,682168.0,2006-05-25,Jesús
1590,2005-07-24,Parking,Venta,Tarragona,255.0,1627920.0,2006-03-12,Jesús
1591,2005-07-24,Parking,Venta,Barcelona,207.0,1107864.0,2006-05-15,Luisa
1593,2005-07-25,Local,Venta,Girona,80.0,568880.0,2005-10-29,Carmen
1594,2005-07-25,Parking,Venta,Lleida,96.0,645408.0,2006-05-27,Luisa
1596,2005-07-26,Parking,Venta,Lleida,256.0,1656064.0,2006-02-02,Pedro
1600,2005-07-28,Industrial,Venta,Lleida,136.0,1309544.0,2005-11-19,Joaquín
1603,2005-07-29,Suelo,Venta,Tarragona,132.0,807048.0,2005-10-31,Carmen
1609,2005-08-01,Piso,Venta,Lleida,245.0,2292465.0,2006-06-10,Carmen
1620,2005-08-04,Casa,Venta,Girona,286.0,1658800.0,2005-11-27,María
1621,2005-08-04,Industrial,Venta,Tarragona,233.0,1782683.0,2006-07-28,Pedro
1625,2005-08-05,Local,Venta,Barcelona,188.0,1209216.0,2006-03-14,María
1626,2005-08-06,Parking,Venta,Barcelona,245.0,1202705.0,2005-12-10,Jesús
1627,2005-08-06,Parking,Venta,Girona,297.0,2440449.0,2006-08-03,Carmen
1632,2005-08-07,Suelo,Venta,Lleida,201.0,1522977.0,2005-11-24,Carmen
1633,2005-08-07,Industrial,Venta,Girona,92.0,739864.0,2006-01-28,Luisa
1635,2005-08-08,Suelo,Venta,Girona,224.0,1448384.0,2005-12-20,Joaquín
1636,2005-08-08,Parking,Venta,Barcelona,112.0,829808.0,2006-03-29,Joaquín
1637,2005-08-08,Piso,Venta,Girona,184.0,1156808.0,2006-04-26,Carmen
1638,2005-08-09,Parking,Venta,Lleida,300.0,2155200.0,2006-08-05,Jesús
1641,2005-08-10,Industrial,Venta,Lleida,276.0,2667816.0,2005-12-16,Joaquín
1643,2005-08-10,Local,Venta,Barcelona,269.0,2384954.0,2006-02-12,María
1645,2005-08-11,Parking,Venta,Girona,184.0,1147608.0,2006-06-29,Luisa
1646,2005-08-12,Local,Venta,Tarragona,297.0,2888325.0,2005-11-27,Pedro
1647,2005-08-12,Casa,Venta,Tarragona,118.0,545986.0,2006-02-27,Pedro
1648,2005-08-14,Local,Venta,Barcelona,119.0,906780.0,2005-11-21,Carmen
1650,2005-08-14,Parking,Venta,Lleida,77.0,592823.0,2006-03-25,Pedro
1661,2005-08-17,Piso,Venta,Lleida,167.0,1423007.0,2006-04-08,Carmen
1666,2005-08-22,Local,Venta,Barcelona,209.0,843106.0,2006-01-24,María
1669,2005-08-23,Local,Venta,Tarragona,263.0,1499889.0,2006-08-08,Pedro
1670,2005-08-24,Industrial,Venta,Tarragona,236.0,1707224.0,2006-02-05,Pedro
1672,2005-08-26,Industrial,Venta,Lleida,223.0,1509710.0,2006-01-11,Jesús
1673,2005-08-26,Casa,Venta,Girona,242.0,2290046.0,2006-01-24,María
1676,2005-08-27,Industrial,Venta,Lleida,300.0,2625600.0,2006-01-08,María
1680,2005-08-28,Casa,Venta,Girona,284.0,1459192.0,2006-07-02,María
1682,2005-08-28,Suelo,Venta,Tarragona,101.0,552773.0,2005-11-28,Luisa
1685,2005-08-28,Piso,Venta,Lleida,97.0,765815.0,2006-07-15,María
1689,2005-08-30,Parking,Venta,Girona,142.0,681884.0,2006-06-12,Carmen
1690,2005-08-30,Casa,Venta,Tarragona,139.0,785628.0,2006-01-10,Jesús
1691,2005-08-30,Local,Venta,Lleida,78.0,391950.0,2006-03-14,Jesús
1692,2005-08-30,Suelo,Venta,Lleida,233.0,2171327.0,2006-01-09,Jesús
1693,2005-08-31,Local,Venta,Girona,275.0,1826825.0,2006-05-14,Jesús
1695,2005-08-31,Industrial,Venta,Barcelona,158.0,1473982.0,2006-08-29,Carmen
1696,2005-09-01,Industrial,Venta,Girona,116.0,1143412.0,2006-07-03,María
1699,2005-09-03,Parking,Venta,Barcelona,163.0,1150128.0,2006-03-18,Joaquín
1700,2005-09-03,Piso,Venta,Barcelona,245.0,1517285.0,2006-05-07,Luisa
1702,2005-09-06,Industrial,Venta,Lleida,288.0,2171520.0,2006-08-28,Carmen
1703,2005-09-06,Industrial,Venta,Barcelona,161.0,827057.0,2006-05-05,María
1709,2005-09-07,Local,Venta,Barcelona,272.0,2074000.0,2006-08-14,Joaquín
1710,2005-09-08,Local,Venta,Barcelona,299.0,1424436.0,2006-01-17,Carmen
1712,2005-09-09,Piso,Venta,Girona,201.0,1333434.0,2006-02-17,María
1713,2005-09-09,Suelo,Venta,Barcelona,129.0,617652.0,2006-09-03,Joaquín
1717,2005-09-09,Local,Venta,Barcelona,218.0,1911424.0,2006-07-22,Carmen
1718,2005-09-10,Industrial,Venta,Lleida,121.0,747659.0,2006-03-08,Pedro
1719,2005-09-10,Local,Venta,Barcelona,254.0,1668526.0,2005-12-29,Carmen
1723,2005-09-10,Parking,Venta,Tarragona,270.0,1798470.0,2006-03-02,Joaquín
1726,2005-09-11,Industrial,Venta,Tarragona,271.0,2028164.0,2006-01-07,María
1728,2005-09-11,Suelo,Venta,Tarragona,185.0,1230990.0,2006-05-19,Jesús
1730,2005-09-12,Parking,Venta,Tarragona,223.0,2143922.0,2006-04-20,Jesús
1732,2005-09-13,Industrial,Venta,Barcelona,140.0,864080.0,2006-02-08,Carmen
1736,2005-09-14,Piso,Venta,Barcelona,94.0,707914.0,2006-05-07,Jesús
1739,2005-09-16,Local,Venta,Tarragona,145.0,598705.0,2005-12-17,María
1741,2005-09-17,Parking,Venta,Girona,70.0,428190.0,2006-02-20,Jesús
1742,2005-09-17,Casa,Venta,Girona,292.0,2630336.0,2006-01-08,Joaquín
1743,2005-09-17,Piso,Venta,Tarragona,51.0,425646.0,2005-12-18,Luisa
1744,2005-09-17,Casa,Venta,Tarragona,132.0,641520.0,2006-04-04,Joaquín
1749,2005-09-21,Local,Venta,Girona,117.0,474084.0,2006-07-21,Luisa
1751,2005-09-21,Piso,Venta,Tarragona,116.0,803300.0,2006-09-13,María
1753,2005-09-21,Piso,Venta,Lleida,55.0,433235.0,2006-03-23,Carmen
1754,2005-09-22,Casa,Venta,Barcelona,182.0,1305304.0,2006-06-06,Luisa
1758,2005-09-25,Casa,Venta,Tarragona,232.0,2133472.0,2006-05-18,Carmen
1760,2005-09-26,Piso,Venta,Lleida,214.0,1689316.0,2006-01-17,Carmen
1761,2005-09-26,Casa,Venta,Girona,191.0,1514057.0,2006-09-20,Luisa
1766,2005-09-29,Parking,Venta,Lleida,82.0,764240.0,2006-01-15,Pedro
1769,2005-10-01,Piso,Venta,Barcelona,164.0,878712.0,2006-01-21,María
1772,2005-10-01,Casa,Venta,Barcelona,132.0,850476.0,2006-05-20,Jesús
1773,2005-10-01,Casa,Venta,Lleida,193.0,1033515.0,2005-12-30,Pedro
1774,2005-10-01,Local,Venta,Girona,53.0,446313.0,2006-08-16,Pedro
1775,2005-10-01,Parking,Venta,Tarragona,229.0,2215117.0,2006-08-01,Jesús
1776,2005-10-02,Local,Venta,Girona,279.0,1512738.0,2006-07-08,Luisa
1779,2005-10-02,Casa,Venta,Barcelona,180.0,979560.0,2006-06-09,María
1780,2005-10-02,Casa,Venta,Barcelona,55.0,264385.0,2006-07-27,Joaquín
1782,2005-10-03,Piso,Venta,Lleida,300.0,1506300.0,2006-04-24,Pedro
1785,2005-10-03,Casa,Venta,Lleida,82.0,359406.0,2006-09-28,Pedro
1786,2005-10-03,Parking,Venta,Tarragona,299.0,2669472.0,2006-06-10,Joaquín
1787,2005-10-03,Parking,Venta,Girona,85.0,658835.0,2006-07-14,Luisa
1789,2005-10-04,Local,Venta,Girona,238.0,2184364.0,2006-08-11,Luisa
1791,2005-10-05,Local,Venta,Barcelona,106.0,804540.0,2006-10-02,Pedro
1799,2005-10-06,Industrial,Venta,Lleida,160.0,1319520.0,2006-08-02,Jesús
1800,2005-10-06,Piso,Venta,Tarragona,127.0,1204722.0,2006-07-29,Joaquín
1802,2005-10-07,Casa,Venta,Lleida,253.0,2378453.0,2006-09-10,Luisa
1803,2005-10-07,Suelo,Venta,Barcelona,116.0,857936.0,2006-01-23,Luisa
1804,2005-10-07,Suelo,Venta,Barcelona,242.0,1963104.0,2006-07-19,Pedro
1805,2005-10-08,Industrial,Venta,Tarragona,264.0,1133352.0,2006-02-02,Pedro
1807,2005-10-09,Local,Venta,Lleida,129.0,735945.0,2006-06-08,Joaquín
1809,2005-10-11,Industrial,Venta,Barcelona,64.0,480384.0,2006-05-15,Carmen
1815,2005-10-12,Industrial,Venta,Tarragona,120.0,1050000.0,2006-02-05,Pedro
1816,2005-10-13,Industrial,Venta,Girona,76.0,368676.0,2006-09-29,Luisa
1817,2005-10-13,Local,Venta,Lleida,255.0,2063460.0,2006-05-25,Luisa
1818,2005-10-13,Casa,Venta,Lleida,245.0,1605730.0,2006-06-20,Pedro
1819,2005-10-14,Industrial,Venta,Lleida,122.0,497272.0,2006-08-16,Luisa
1821,2005-10-15,Casa,Venta,Girona,84.0,437640.0,2006-02-09,María
1824,2005-10-15,Piso,Venta,Girona,262.0,2390750.0,2006-03-11,Pedro
1825,2005-10-16,Suelo,Venta,Barcelona,228.0,994536.0,2006-03-27,Joaquín
1827,2005-10-16,Local,Venta,Barcelona,214.0,1687604.0,2006-01-22,Luisa
1841,2005-10-22,Industrial,Venta,Lleida,254.0,2299208.0,2006-09-05,Pedro
1848,2005-10-28,Casa,Venta,Girona,160.0,781120.0,2006-04-10,Pedro
1850,2005-10-28,Parking,Venta,Tarragona,162.0,957582.0,2006-03-24,Joaquín
1853,2005-10-28,Suelo,Venta,Barcelona,249.0,1878954.0,2006-10-28,Luisa
1854,2005-10-29,Casa,Venta,Girona,160.0,1263040.0,2006-02-08,Jesús
1855,2005-10-29,Casa,Venta,Girona,284.0,2467960.0,2006-04-25,Pedro
1856,2005-10-30,Local,Venta,Lleida,254.0,2394204.0,2006-08-19,María
1860,2005-11-02,Suelo,Venta,Lleida,228.0,1944840.0,2006-10-10,María
1861,2005-11-02,Parking,Venta,Barcelona,249.0,2221329.0,2006-05-12,Pedro
1862,2005-11-02,Suelo,Venta,Tarragona,82.0,417872.0,2006-03-23,Luisa
1864,2005-11-03,Casa,Venta,Lleida,71.0,299407.0,2006-04-05,María
1865,2005-11-03,Suelo,Venta,Lleida,70.0,540890.0,2006-06-12,Jesús
1866,2005-11-03,Parking,Venta,Tarragona,111.0,514596.0,2006-05-27,Luisa
1867,2005-11-04,Suelo,Venta,Girona,69.0,667299.0,2006-10-25,Luisa
1868,2005-11-04,Piso,Venta,Girona,259.0,1074332.0,2006-02-09,Joaquín
1869,2005-11-04,Suelo,Venta,Girona,191.0,1895293.0,2006-07-21,María
1873,2005-11-07,Piso,Venta,Lleida,128.0,706560.0,2006-04-16,Carmen
1877,2005-11-08,Local,Venta,Girona,170.0,974610.0,2006-08-18,María
1878,2005-11-08,Piso,Venta,Tarragona,59.0,265913.0,2006-05-13,Luisa
1884,2005-11-12,Suelo,Venta,Tarragona,225.0,1300500.0,2006-07-24,Carmen
1886,2005-11-13,Parking,Venta,Barcelona,156.0,692484.0,2006-02-19,Pedro
1887,2005-11-13,Suelo,Venta,Tarragona,68.0,392972.0,2006-07-27,Pedro
1891,2005-11-13,Industrial,Venta,Tarragona,154.0,1380764.0,2006-05-04,Carmen
1893,2005-11-14,Parking,Venta,Girona,46.0,426880.0,2006-05-16,Luisa
1894,2005-11-14,Suelo,Venta,Lleida,280.0,1720320.0,2006-04-05,María
1899,2005-11-16,Local,Venta,Tarragona,277.0,1116587.0,2006-10-01,Carmen
1902,2005-11-19,Parking,Venta,Barcelona,145.0,1213505.0,2006-11-05,Pedro
1906,2005-11-20,Suelo,Venta,Tarragona,106.0,501380.0,2006-10-16,Jesús
1907,2005-11-21,Parking,Venta,Lleida,51.0,472668.0,2006-04-04,María
1911,2005-11-22,Industrial,Venta,Girona,95.0,783370.0,2006-09-04,Jesús
1916,2005-11-23,Local,Venta,Tarragona,58.0,426010.0,2006-03-09,Joaquín
1917,2005-11-23,Parking,Venta,Girona,45.0,301815.0,2006-10-19,Joaquín
1919,2005-11-23,Suelo,Venta,Girona,243.0,2347137.0,2006-07-19,María
1921,2005-11-24,Casa,Venta,Tarragona,223.0,1360523.0,2006-03-02,Jesús
1931,2005-11-27,Local,Venta,Girona,88.0,795696.0,2006-05-24,María
1935,2005-11-28,Piso,Venta,Barcelona,249.0,1780350.0,2006-03-14,Luisa
1936,2005-11-28,Suelo,Venta,Girona,188.0,1265992.0,2006-10-21,Luisa
1937,2005-11-29,Local,Venta,Tarragona,154.0,783860.0,2006-05-10,Carmen
1939,2005-11-30,Industrial,Venta,Girona,102.0,941154.0,2006-08-11,Pedro
1940,2005-11-30,Casa,Venta,Lleida,172.0,1701080.0,2006-10-06,María
1944,2005-12-03,Local,Venta,Lleida,264.0,1545720.0,2006-06-09,Luisa
1948,2005-12-05,Piso,Venta,Barcelona,85.0,693515.0,2006-03-31,Luisa
1949,2005-12-05,Industrial,Venta,Barcelona,67.0,324213.0,2006-04-10,Luisa
1953,2005-12-06,Industrial,Venta,Lleida,264.0,1346136.0,2006-10-25,Joaquín
1954,2005-12-07,Casa,Venta,Barcelona,150.0,753900.0,2006-03-30,María
1955,2005-12-07,Industrial,Venta,Girona,202.0,1028382.0,2006-05-07,Pedro
1958,2005-12-09,Casa,Venta,Tarragona,203.0,1002211.0,2006-10-04,María
1959,2005-12-09,Industrial,Venta,Tarragona,287.0,2446962.0,2006-11-10,María
1960,2005-12-09,Suelo,Venta,Barcelona,171.0,807120.0,2006-11-21,Pedro
1961,2005-12-11,Suelo,Venta,Barcelona,238.0,2203166.0,2006-05-01,Carmen
1963,2005-12-13,Piso,Venta,Girona,116.0,804344.0,2006-04-29,María
1965,2005-12-13,Local,Venta,Barcelona,66.0,270996.0,2006-07-04,Luisa
1966,2005-12-14,Casa,Venta,Lleida,216.0,2046384.0,2006-07-03,Pedro
1967,2005-12-15,Local,Venta,Lleida,218.0,1732446.0,2006-10-05,Jesús
1968,2005-12-16,Piso,Venta,Barcelona,259.0,1842785.0,2006-07-19,María
1969,2005-12-16,Casa,Venta,Barcelona,106.0,856692.0,2006-06-12,María
1972,2005-12-17,Parking,Venta,Girona,67.0,490507.0,2006-04-01,María
1975,2005-12-17,Local,Venta,Barcelona,165.0,1393095.0,2006-12-15,Carmen
1977,2005-12-19,Casa,Venta,Tarragona,162.0,696762.0,2006-07-06,Pedro
1979,2005-12-20,Local,Venta,Lleida,281.0,2671748.0,2006-12-18,Carmen
1981,2005-12-21,Piso,Venta,Barcelona,248.0,1036392.0,2006-12-03,Luisa
1984,2005-12-21,Piso,Venta,Tarragona,289.0,2789428.0,2006-04-29,Pedro
1988,2005-12-22,Casa,Venta,Barcelona,276.0,2548584.0,2006-10-13,Jesús
1991,2005-12-22,Industrial,Venta,Lleida,116.0,984144.0,2006-06-04,Luisa
1992,2005-12-23,Local,Venta,Girona,299.0,2110342.0,2006-04-13,Jesús
1993,2005-12-23,Casa,Venta,Girona,86.0,651192.0,2006-04-23,Luisa
1995,2005-12-23,Industrial,Venta,Tarragona,178.0,1642584.0,2006-12-18,Luisa
1996,2005-12-23,Casa,Venta,Tarragona,206.0,1058840.0,2006-04-02,Jesús
1997,2005-12-24,Local,Venta,Tarragona,264.0,2303928.0,2006-04-17,Luisa
1998,2005-12-24,Piso,Venta,Tarragona,243.0,1693710.0,2006-05-23,Pedro
2000,2005-12-25,Suelo,Venta,Barcelona,265.0,1348055.0,2006-07-19,Joaquín
2001,2005-12-25,Casa,Venta,Barcelona,283.0,1653852.0,2006-08-28,María
2005,2005-12-27,Parking,Venta,Girona,272.0,1774528.0,2006-06-21,Jesús
2009,2005-12-27,Piso,Venta,Barcelona,158.0,1040746.0,2006-09-25,Luisa
2011,2005-12-30,Piso,Venta,Tarragona,94.0,924866.0,2006-12-23,Jesús
2014,2005-12-30,Parking,Venta,Girona,262.0,1407726.0,2006-11-01,María
2017,2006-01-01,Industrial,Venta,Barcelona,75.0,545925.0,2006-09-08,Joaquín
2021,2006-01-02,Industrial,Venta,Tarragona,129.0,588756.0,2006-09-05,Carmen
2022,2006-01-02,Local,Venta,Girona,141.0,763233.0,2006-12-26,Luisa
2026,2006-01-03,Industrial,Venta,Girona,41.0,368959.0,2006-08-29,Carmen
2027,2006-01-03,Local,Venta,Barcelona,122.0,680760.0,2006-05-01,María
2030,2006-01-03,Parking,Venta,Lleida,233.0,1450425.0,2006-07-16,Luisa
2031,2006-01-03,Industrial,Venta,Girona,116.0,616192.0,2006-05-21,María
2034,2006-01-05,Industrial,Venta,Lleida,289.0,1809140.0,2006-09-12,Joaquín
2035,2006-01-05,Parking,Venta,Barcelona,90.0,446940.0,2006-06-26,María
2036,2006-01-06,Local,Venta,Barcelona,110.0,700700.0,2006-04-20,Pedro
2038,2006-01-06,Parking,Venta,Barcelona,199.0,1139076.0,2006-06-21,Joaquín
2040,2006-01-07,Industrial,Venta,Tarragona,120.0,823200.0,2006-09-02,María
2041,2006-01-08,Suelo,Venta,Barcelona,80.0,539280.0,2006-08-01,María
2047,2006-01-10,Local,Venta,Tarragona,170.0,1102280.0,2006-08-05,Pedro
2048,2006-01-10,Casa,Venta,Barcelona,275.0,1856525.0,2006-09-04,Jesús
2050,2006-01-11,Parking,Venta,Tarragona,130.0,1275560.0,2006-11-13,María
2060,2006-01-13,Suelo,Venta,Lleida,261.0,1615851.0,2006-12-25,Jesús
2062,2006-01-13,Suelo,Venta,Barcelona,274.0,1450556.0,2006-09-03,María
2064,2006-01-14,Casa,Venta,Tarragona,148.0,873200.0,2006-09-26,Pedro
2069,2006-01-15,Suelo,Venta,Barcelona,245.0,2399040.0,2006-05-31,Joaquín
2071,2006-01-15,Casa,Venta,Barcelona,93.0,808170.0,2006-07-03,Jesús
2072,2006-01-15,Casa,Venta,Girona,239.0,2030783.0,2006-12-16,María
2073,2006-01-16,Industrial,Venta,Barcelona,80.0,363280.0,2006-12-19,Pedro
2074,2006-01-16,Local,Venta,Lleida,209.0,1355365.0,2006-07-01,Joaquín
2075,2006-01-17,Piso,Venta,Barcelona,267.0,1074675.0,2006-10-20,Carmen
2079,2006-01-18,Suelo,Venta,Girona,234.0,2049606.0,2006-04-21,María
2080,2006-01-18,Local,Venta,Girona,66.0,500610.0,2006-05-15,Luisa
2082,2006-01-19,Piso,Venta,Girona,267.0,2245203.0,2006-07-28,María
2084,2006-01-19,Industrial,Venta,Girona,296.0,2387832.0,2006-06-28,María
2087,2006-01-21,Industrial,Venta,Lleida,101.0,674276.0,2006-10-30,Luisa
2090,2006-01-23,Suelo,Venta,Lleida,171.0,1298403.0,2006-08-31,Carmen
2091,2006-01-23,Suelo,Venta,Girona,85.0,472685.0,2006-09-01,Pedro
2094,2006-01-23,Local,Venta,Lleida,40.0,272880.0,2006-09-01,María
2098,2006-01-24,Local,Venta,Lleida,144.0,1247760.0,2006-08-03,Luisa
2099,2006-01-24,Casa,Venta,Lleida,80.0,727680.0,2006-07-12,Joaquín
2100,2006-01-24,Piso,Venta,Tarragona,220.0,1522840.0,2006-05-02,María
2101,2006-01-24,Local,Venta,Tarragona,197.0,1489911.0,2006-04-24,Carmen
2106,2006-01-25,Industrial,Venta,Lleida,84.0,816228.0,2006-12-22,Jesús
2108,2006-01-26,Casa,Venta,Lleida,91.0,528892.0,2006-12-14,María
2111,2006-01-26,Parking,Venta,Tarragona,81.0,709560.0,2006-06-28,Joaquín
2117,2006-01-29,Industrial,Venta,Lleida,246.0,1285842.0,2006-08-09,Jesús
2122,2006-01-31,Local,Venta,Barcelona,56.0,550816.0,2006-12-03,Jesús
2123,2006-02-01,Parking,Venta,Lleida,89.0,475171.0,2006-10-12,Luisa
2124,2006-02-01,Casa,Venta,Barcelona,95.0,650750.0,2006-09-24,Carmen
2125,2006-02-01,Piso,Venta,Barcelona,252.0,2381400.0,2006-06-13,María
2126,2006-02-01,Piso,Venta,Lleida,157.0,1409546.0,2007-01-05,Pedro
2127,2006-02-02,Parking,Venta,Lleida,264.0,2181432.0,2006-12-25,María
2129,2006-02-02,Piso,Venta,Lleida,168.0,928368.0,2006-12-25,Jesús
2132,2006-02-03,Casa,Venta,Barcelona,40.0,190280.0,2006-11-22,Joaquín
2133,2006-02-03,Parking,Venta,Lleida,235.0,2290545.0,2006-08-22,Carmen
2135,2006-02-04,Piso,Venta,Tarragona,68.0,669664.0,2006-05-29,Jesús
2136,2006-02-04,Local,Venta,Tarragona,216.0,1204200.0,2007-01-17,Joaquín
2137,2006-02-04,Parking,Venta,Girona,108.0,1041120.0,2006-05-07,Pedro
2145,2006-02-07,Piso,Venta,Tarragona,95.0,570760.0,2006-07-01,María
2146,2006-02-07,Casa,Venta,Barcelona,104.0,682240.0,2006-08-30,Jesús
2150,2006-02-09,Local,Venta,Lleida,43.0,303365.0,2006-12-24,Pedro
2151,2006-02-09,Piso,Venta,Barcelona,293.0,1298869.0,2006-07-11,Jesús
2152,2006-02-09,Parking,Venta,Barcelona,227.0,2001232.0,2006-12-06,María
2156,2006-02-10,Casa,Venta,Tarragona,254.0,1522222.0,2007-02-05,María
2157,2006-02-11,Casa,Venta,Tarragona,96.0,652896.0,2006-11-07,Joaquín
2160,2006-02-12,Parking,Venta,Lleida,210.0,1511160.0,2006-10-21,Luisa
2164,2006-02-13,Casa,Venta,Barcelona,83.0,444299.0,2007-01-18,Joaquín
2166,2006-02-15,Suelo,Venta,Barcelona,149.0,1436211.0,2007-02-01,María
2168,2006-02-15,Suelo,Venta,Tarragona,227.0,2069786.0,2006-10-16,Luisa
2173,2006-02-16,Suelo,Venta,Lleida,188.0,1541976.0,2006-07-19,Joaquín
2177,2006-02-17,Industrial,Venta,Girona,271.0,2108109.0,2006-12-24,Pedro
2180,2006-02-17,Suelo,Venta,Lleida,153.0,1140156.0,2006-06-30,Joaquín
2181,2006-02-18,Industrial,Venta,Tarragona,126.0,1031058.0,2006-09-13,Carmen
2182,2006-02-18,Local,Venta,Tarragona,55.0,262185.0,2007-02-02,Joaquín
2188,2006-02-20,Local,Venta,Girona,271.0,1647409.0,2007-01-12,Pedro
2189,2006-02-20,Piso,Venta,Tarragona,217.0,1912638.0,2006-10-22,Luisa
2191,2006-02-21,Casa,Venta,Lleida,249.0,1307250.0,2006-11-20,Luisa
2194,2006-02-22,Casa,Venta,Lleida,168.0,850752.0,2006-07-12,Joaquín
2197,2006-02-22,Local,Venta,Barcelona,110.0,704770.0,2007-01-17,Pedro
2198,2006-02-22,Industrial,Venta,Tarragona,193.0,982563.0,2006-05-26,Pedro
2199,2006-02-23,Casa,Venta,Girona,272.0,1586032.0,2007-01-23,María
